date,ticker,signal,pred_rank,y_pred,y_true,K,execution_date_note
2021-07-07,CVX,1,2,0.0008339528,-0.0032112128,3,execute_at_open_t+1
2021-07-07,GE,1,3,6.0880557e-06,-0.008510689,3,execute_at_open_t+1
2021-07-08,BRK_B,1,1,0.00073281676,0.02304507,3,execute_at_open_t+1
2021-07-08,XOM,1,2,0.00066165254,0.017962089,3,execute_at_open_t+1
2021-07-08,CVX,1,3,0.00037510786,0.014225817,3,execute_at_open_t+1
2021-07-09,WMT,1,1,-7.41519e-05,-0.0017834854,3,execute_at_open_t+1
2021-07-09,GOOGL,1,2,-0.00033825636,0.011540997,3,execute_at_open_t+1
2021-07-09,JNJ,1,3,-0.00040697772,-0.0015918406,3,execute_at_open_t+1
2021-07-12,WMT,1,1,0.0001384709,0.0037772201,3,execute_at_open_t+1
2021-07-12,IBM,1,2,4.8816204e-05,-0.004551928,3,execute_at_open_t+1
2021-07-12,MSFT,1,3,-0.000289022,0.013111418,3,execute_at_open_t+1
2021-07-13,GE,1,1,0.00088448543,-0.006225701,3,execute_at_open_t+1
2021-07-13,IBM,1,2,0.00047515146,-0.0032845442,3,execute_at_open_t+1
2021-07-13,BRK_B,1,3,0.0001833085,-0.0032285866,3,execute_at_open_t+1
2021-07-14,XOM,1,1,0.0010758936,-0.00979076,3,execute_at_open_t+1
2021-07-14,CVX,1,2,0.0008977931,-0.006592241,3,execute_at_open_t+1
2021-07-14,GE,1,3,0.0007147966,-0.003910838,3,execute_at_open_t+1
2021-07-15,XOM,1,1,0.00099493,-0.028040024,3,execute_at_open_t+1
2021-07-15,CVX,1,2,0.00048143417,-0.02681233,3,execute_at_open_t+1
2021-07-15,JNJ,1,3,0.00037250668,-0.0016048983,3,execute_at_open_t+1
2021-07-16,XOM,1,1,0.0014968701,-0.034972943,3,execute_at_open_t+1
2021-07-16,CVX,1,2,0.0012275232,-0.027342644,3,execute_at_open_t+1
2021-07-16,GE,1,3,0.001089327,-0.044814017,3,execute_at_open_t+1
2021-07-19,GE,1,1,0.0017532287,0.056695342,3,execute_at_open_t+1
2021-07-19,XOM,1,2,0.0014863312,0.01096049,3,execute_at_open_t+1
2021-07-19,BRK_B,1,3,0.0008693896,0.015394717,3,execute_at_open_t+1
2021-07-20,WMT,1,1,-0.00034871325,-0.0049463073,3,execute_at_open_t+1
